-48.00242, -15.81353, "[77228-]"
-48.35833, -22.93394, "[77232-]"
-45.61239, -22.85906, "[77260-]"
-47.99183, -15.81125, "[77264-]"
-47.96483, -15.80744, "[77322-]"
-46.50094, -23.88458, "[77395-]"
-47.43131, -22.53281, "[77405-]"
-48.20389, -15.92658, "[77417-]"
-48.21422, -15.93269, "[77419-]"
-48.42108, -18.98947, "[77421-]"
-48.02106, -15.82128, "[77558-]"
-48.03331, -15.82858, "[77559-]"
-48.04669, -16.00578, "[77572-]"
-47.78869, -15.76156, "[77632-]"
-48.04478, -15.83097, "[77644-]"
-46.46961, -23.71814, "[77675-]"
-35.17203, -5.90953, "[77736-]"
-46.52736, -23.78044, "[77812-]"
-53.80042, -27.86528, "[77829-]"
-46.96789, -22.06583, "[77837-]"
-47.86097, -15.78242, "[77838-]"
-48.04431, -16.00725, "[77863-]"
-47.86033, -15.71847, "[77908-]"
-47.82514, -15.74375, "[77910-]"
-47.81672, -15.75061, "[77911-]"
-46.42997, -24.00564, "[77941-]"
-52.33403, -29.68367, "[77974-]"
-43.69386, -19.78778, "[78003-]"
-43.69389, -19.78794, "[78004-]"
-43.72914, -19.78769, "[78006-]"
-50.20019, -29.72611, "[78013-]"
-50.68186, -24.58386, "[78083-]"
-50.66761, -24.59942, "[78084-]"
-50.66469, -24.60150, "[78085-]"
-47.84197, -15.72933, "[78106-]"
-47.84219, -15.72936, "[78112-]"
-38.46797, -12.95544, "[78120-]"
-43.16842, -22.90858, "[78127-]"
-48.19869, -15.80383, "[78131-]"
-48.20661, -15.81319, "[78132-]"
-46.46150, -24.01547, "[78138-]"
-44.31769, -20.13956, "[78156-]"
-44.32508, -20.14969, "[78158-]"
-44.32067, -20.14375, "[78160-]"
-44.30886, -20.13358, "[78161-]"
-43.76192, -19.80144, "[78176-]"
-50.21053, -29.74172, "[78179-]"
-46.88072, -23.15408, "[78232-]"
-48.19878, -15.80411, "[78249-]"
-48.20675, -15.81342, "[78250-]"
-48.20758, -15.83631, "[78430-]"
-48.19433, -15.84583, "[78431-]"
-48.15675, -15.87206, "[78432-]"
-43.67333, -19.79450, "[78434-]"
-43.71986, -19.78658, "[78435-]"
-43.66839, -19.78478, "[78437-]"
-43.66114, -19.78436, "[78439-]"
-43.61767, -19.74581, "[78441-]"
-43.52133, -19.74542, "[78444-]"
-43.50539, -19.74144, "[78445-]"
-43.40456, -19.80436, "[78446-]"
-43.40453, -19.80431, "[78447-]"
-43.33953, -19.83836, "[78448-]"
-43.30906, -19.84431, "[78450-]"
-43.27492, -19.84958, "[78453-]"
-43.23400, -19.85878, "[78454-]"
-43.21722, -19.85442, "[78455-]"
-48.17894, -15.85631, "[78477-]"
-43.19597, -22.91108, "[78499-]"
-49.10564, -16.49689, "[78516-]"
-49.13697, -16.52822, "[78517-]"
-49.12206, -16.51644, "[78518-]"
-49.14925, -16.53783, "[78525-]"
-49.22172, -16.66139, "[78526-]"
-49.22642, -16.66850, "[78527-]"
-49.15264, -16.55411, "[78528-]"
-49.14986, -16.54300, "[78529-]"
-49.12389, -16.51814, "[78530-]"
-49.17844, -16.58125, "[78531-]"
-49.14169, -16.52994, "[78532-]"
-49.20514, -16.60983, "[78534-]"
-49.20514, -16.63372, "[78535-]"
-49.21444, -16.64989, "[78536-]"
-49.22183, -16.66133, "[78537-]"
-49.21811, -16.65558, "[78539-]"
-49.20600, -16.62361, "[78540-]"
-49.18308, -16.58131, "[78542-]"
-49.23097, -16.70406, "[78544-]"
-49.23350, -16.68611, "[78546-]"
-35.21331, -5.85883, "[78641-]"
-35.21328, -5.85842, "[78642-]"
-34.85442, -7.13608, "[78667-]"
-34.84344, -7.10878, "[78671-]"
-34.85336, -7.15150, "[78672-]"
-34.85303, -7.15092, "[78673-]"
-43.84850, -20.43542, "[78678-]"
-46.48550, -24.02294, "[78688-]"
-49.34853, -16.63178, "[78735-]"
-49.52492, -16.31650, "[78737-]"
-50.07953, -15.98506, "[78738-]"
-50.11153, -15.96736, "[78739-]"
-34.85197, -7.14075, "[78760-]"
-47.36717, -23.24919, "[78776-]"
-47.36600, -23.25039, "[78777-]"
-46.90669, -21.84131, "[78808-]"
-46.90442, -21.84211, "[78809-]"
-47.39786, -22.99175, "[78811-]"
-46.96425, -24.27042, "[78844-]"
-51.33731, -29.82542, "[78867-]"
-51.33753, -29.82547, "[78868-]"
-48.37083, -22.94408, "[78920-]"
-47.97833, -23.59036, "[78926-]"
-52.91653, -27.87517, "[78955-]"
-43.69358, -20.32083, "[78967-]"
-43.82742, -20.21786, "[78968-]"
-48.84072, -23.97578, "[78982-]"
-47.90697, -15.72461, "[78985-]"
-46.51558, -24.03656, "[78987-]"
-48.99117, -25.85328, "[79056-]"
-49.22789, -16.67111, "[79079-]"
-49.20492, -16.60989, "[79081-]"
